,id,text,created_at,hashtags,user_mentions,urls,user_id,user_name,user_location,user_description,user_followers_count,user_friends_count,user_created_at,user_favourites_count,user_statuses_count,user_profile_image_url,user_profile_background_image_url,is_quote_status,retweet_count,favorite_count,query,mentioned_locations,mentioned_organizations,sentiment,emotion,topic_energy,topic_clean_energy,topic_photovoltaics,topic_gas,topic_nuclear,topic_coal,topic_other
198,1312491255968878593,"We have one month to Election Day. There is so much at stake in this race for our communities. 

Let’s wake up on N… https://t.co/6NWvZ1DbOY",2020-10-03 20:34:34,,,"[['https://t.co/6NWvZ1DbOY', 'https://twitter.com/i/web/status/1312491255968878593']]",846412137547403264,Gina Ortiz Jones,"San Antonio, TX",Candidate for Texas' 23rd Congressional District. Veteran. Proud first-generation American. She/Her.,41580,2244,2017-03-27 17:22:00,2196,2234,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,False,24,61,solar energy,[],[],positive,anger,0,0,0,0,0,0,1
199,1312412326784622593,"On @TexasTribune's Split Decision, I discussed why we need to get this pandemic under control so we can reopen safe… https://t.co/LTIfGkrUhd",2020-10-03 15:20:56,,"[['Texas Tribune', 44513878]]","[['https://t.co/LTIfGkrUhd', 'https://twitter.com/i/web/status/1312412326784622593']]",846412137547403264,Gina Ortiz Jones,"San Antonio, TX",Candidate for Texas' 23rd Congressional District. Veteran. Proud first-generation American. She/Her.,41580,2244,2017-03-27 17:22:00,2196,2234,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,False,16,35,solar energy,[],[],negative,anger,0,0,0,0,0,0,1
200,1312045858305826816,"This race is about my fight to lower costs and expand access to quality, affordable health care, versus my opponent… https://t.co/92DAeInByy",2020-10-02 15:04:43,,,"[['https://t.co/92DAeInByy', 'https://twitter.com/i/web/status/1312045858305826816']]",846412137547403264,Gina Ortiz Jones,"San Antonio, TX",Candidate for Texas' 23rd Congressional District. Veteran. Proud first-generation American. She/Her.,41580,2244,2017-03-27 17:22:00,2196,2234,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,False,277,461,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
201,1312030846036185089,"I wish a speedy recovery for the President and the First Lady. 

We have to continue taking this virus seriously. P… https://t.co/91xjOJNnlj",2020-10-02 14:05:04,,,"[['https://t.co/91xjOJNnlj', 'https://twitter.com/i/web/status/1312030846036185089']]",846412137547403264,Gina Ortiz Jones,"San Antonio, TX",Candidate for Texas' 23rd Congressional District. Veteran. Proud first-generation American. She/Her.,41580,2244,2017-03-27 17:22:00,2196,2234,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,False,11,57,solar energy,[],[],negative,joy,0,0,0,0,0,0,1
202,1311805659994828802,"Without Medicaid expansion, we're leaving billions on the table and paying for other states' health care.

Meanwhil… https://t.co/lznHMR506S",2020-10-01 23:10:16,,,"[['https://t.co/lznHMR506S', 'https://twitter.com/i/web/status/1311805659994828802']]",846412137547403264,Gina Ortiz Jones,"San Antonio, TX",Candidate for Texas' 23rd Congressional District. Veteran. Proud first-generation American. She/Her.,41580,2244,2017-03-27 17:22:00,2196,2234,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,False,22,44,solar energy,[],['Medicaid'],negative,fear,0,0,0,0,0,0,1
203,1311790059457310725,"This is the latest attack on our voting rights. 

Brewster County in #TX23 is the largest county in Texas. It's lar… https://t.co/abPxI7JG2m",2020-10-01 22:08:16,TX23,,"[['https://t.co/abPxI7JG2m', 'https://twitter.com/i/web/status/1311790059457310725']]",846412137547403264,Gina Ortiz Jones,"San Antonio, TX",Candidate for Texas' 23rd Congressional District. Veteran. Proud first-generation American. She/Her.,41580,2244,2017-03-27 17:22:00,2196,2234,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,True,44,85,solar energy,"['Brewster County', 'Texas']",[],negative,anger,0,0,0,0,0,0,1
204,1311777227374288898,"I know what it's like to not grow up with much, and how critical it is to have leaders who are going to fight for w… https://t.co/pES00jCCuZ",2020-10-01 21:17:17,,,"[['https://t.co/pES00jCCuZ', 'https://twitter.com/i/web/status/1311777227374288898']]",846412137547403264,Gina Ortiz Jones,"San Antonio, TX",Candidate for Texas' 23rd Congressional District. Veteran. Proud first-generation American. She/Her.,41580,2244,2017-03-27 17:22:00,2196,2234,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,False,12,26,solar energy,[],[],negative,joy,0,0,0,0,0,0,1
205,1311708624922836997,"We should be investing in our border communities' health care. 

My opponent thinks they need a border wall. 
https://t.co/lGikhppR0i",2020-10-01 16:44:41,,,"[['https://t.co/lGikhppR0i', 'https://www.borderreport.com/health/coronavirus/us-must-prioritize-covid-19s-historic-decimation-of-border-latinxs-health-experts-say/']]",846412137547403264,Gina Ortiz Jones,"San Antonio, TX",Candidate for Texas' 23rd Congressional District. Veteran. Proud first-generation American. She/Her.,41580,2244,2017-03-27 17:22:00,2196,2234,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,False,15,40,solar energy,[],[],negative,fear,0,0,0,0,0,0,1
206,1311685514190258185,I'm running for Congress to fight for working families like mine. Every Texan deserves a fair shot at opportunity.… https://t.co/KwWrQV1cix,2020-10-01 15:12:51,,,"[['https://t.co/KwWrQV1cix', 'https://twitter.com/i/web/status/1311685514190258185']]",846412137547403264,Gina Ortiz Jones,"San Antonio, TX",Candidate for Texas' 23rd Congressional District. Veteran. Proud first-generation American. She/Her.,41580,2244,2017-03-27 17:22:00,2196,2234,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,False,20,40,solar energy,[],['Congress'],positive,joy,0,0,0,0,0,1,0
207,1311439640814116867,"Here's the difference between myself and my opponent @TonyGonzales4TX:

I believe #COVID19 survivors deserve qualit… https://t.co/Sx7sDdbkzJ",2020-09-30 22:55:50,COVID19,"[['Tony Gonzales', 1124044084669288450]]","[['https://t.co/Sx7sDdbkzJ', 'https://twitter.com/i/web/status/1311439640814116867']]",846412137547403264,Gina Ortiz Jones,"San Antonio, TX",Candidate for Texas' 23rd Congressional District. Veteran. Proud first-generation American. She/Her.,41580,2244,2017-03-27 17:22:00,2196,2234,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,False,33,57,solar energy,[],['qualit'],negative,joy,0,0,0,0,0,0,1
208,1311401541010685952,"This administration downplayed the risks of sending our kids back to the classroom.

If we can't trust them with ou… https://t.co/uTwWHm8hfG",2020-09-30 20:24:26,,,"[['https://t.co/uTwWHm8hfG', 'https://twitter.com/i/web/status/1311401541010685952']]",846412137547403264,Gina Ortiz Jones,"San Antonio, TX",Candidate for Texas' 23rd Congressional District. Veteran. Proud first-generation American. She/Her.,41580,2244,2017-03-27 17:22:00,2196,2234,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,False,18,30,solar energy,[],[],negative,joy,0,0,0,0,0,0,1
209,1311360071406944256,Small businesses are the lifeblood of our communities. It’s not right that billion dollar corporations tapped into… https://t.co/pCp0okGhfs,2020-09-30 17:39:39,,,"[['https://t.co/pCp0okGhfs', 'https://twitter.com/i/web/status/1311360071406944256']]",846412137547403264,Gina Ortiz Jones,"San Antonio, TX",Candidate for Texas' 23rd Congressional District. Veteran. Proud first-generation American. She/Her.,41580,2244,2017-03-27 17:22:00,2196,2234,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,http://pbs.twimg.com/profile_images/1070159101290672128/dhVhk_38_normal.jpg,False,14,36,solar energy,[],[],negative,anger,0,0,0,0,0,0,1
210,1314920981903872001,This is so disturbing. This is why we have to vote these men out. Ted Budd and Thom Tillis couldn't even stand up f… https://t.co/5qjJIYY6yM,2020-10-10 13:29:26,,,"[['https://t.co/5qjJIYY6yM', 'https://twitter.com/i/web/status/1314920981903872001']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,True,58,80,solar energy,[],[],negative,anger,0,0,0,0,0,0,1
211,1314904559572209668,"@RobVollat We don't have a choice but to be positive and optimistic, especially the way things are right now. But,… https://t.co/sXGrkGX8ce",2020-10-10 12:24:11,,"[['Rob Vollat', 883831763822403584]]","[['https://t.co/sXGrkGX8ce', 'https://twitter.com/i/web/status/1314904559572209668']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,0,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
212,1314902860186947584,"We're into the home stretch and I'm excited about the internal polling we're seeing. 

No one thought this win was… https://t.co/l4Khu8pJPE",2020-10-10 12:17:26,,,"[['https://t.co/l4Khu8pJPE', 'https://twitter.com/i/web/status/1314902860186947584']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,64,100,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
213,1314873986858262528,@SteveWoodsmall Aww Two doggies.,2020-10-10 10:22:42,,"[['Dr. Steve Woodsmall, USAF-Retired', 964207385253416960]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,1,solar energy,[],[],negative,joy,0,0,0,0,0,0,1
214,1314739372479205377,@KatrinaHagen2 Thank you.,2020-10-10 01:27:47,,"[['Katrina Hagen', 902448516]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,0,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
215,1314739297669574657,@ThomasAMartin2 Beautiful.,2020-10-10 01:27:29,,"[['Tom', 2296966237]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,2,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
216,1314738511568924672,@ThomasAMartin2 Thank you.,2020-10-10 01:24:22,,"[['Tom', 2296966237]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,1,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
217,1314738465272143874,@HarveyGMcDonald Gorgeous.,2020-10-10 01:24:11,,"[['Harvey McDonald', 2287095174]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,1,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
218,1314738365061890052,@WilmingtonDiver I though you were going to post a picture of your dog. Not an Ewok.,2020-10-10 01:23:47,,"[['Robert', 738855322647957504]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,4,solar energy,[],[],negative,joy,0,0,0,0,0,0,1
219,1314722243222609920,Hey its time to post those cute Dog pictures. I'll go first. This is my female German Shepherd Roots. She  loves la… https://t.co/fKHYC1G5yJ,2020-10-10 00:19:43,,,"[['https://t.co/fKHYC1G5yJ', 'https://twitter.com/i/web/status/1314722243222609920']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,45,107,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
220,1314720307547197443,"@StephenLord20 You mean you ""want""",2020-10-10 00:12:02,,"[['Stephen Lord', 731885411283439620]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,0,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
221,1314718573584093184,@MurdockResists Thanks. Man...you have to have a sense of humor to hide the pain and anguish we all feel.,2020-10-10 00:05:08,,"[['Howling Mad Murdock Resists🌊', 997226312539557890]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,1,3,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
222,1314718330826231809,@KiaHicks9 @electroboyusa Thanks,2020-10-10 00:04:11,,"[['Kia Hicks', 1262634293039423489], ['Andy Behrman', 366498596]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,1,solar energy,[],['@KiaHicks9'],positive,joy,0,0,0,0,0,0,1
223,1314716214493622273,Democrats in Davidson County have a mobile HQ. My Campaign sign is proudly on displayed. Check out the report from… https://t.co/im8F0w4yAq,2020-10-09 23:55:46,,,"[['https://t.co/im8F0w4yAq', 'https://twitter.com/i/web/status/1314716214493622273']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,25,67,solar energy,['Davidson County'],['HQ'],positive,joy,0,0,0,0,0,0,1
224,1314708367592521729,"#BREAKING we are $7,628 away from our goal. Plz help my #grassroots campaign. I will fight for those who are ignore… https://t.co/yXjl0b0oKO",2020-10-09 23:24:35,"BREAKING, grassroots",,"[['https://t.co/yXjl0b0oKO', 'https://twitter.com/i/web/status/1314708367592521729']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,True,77,90,solar energy,[],[],negative,joy,0,0,0,0,0,0,1
225,1314705066591387650,@StephenLord20 Don't waste your vote.,2020-10-09 23:11:28,,"[['Stephen Lord', 731885411283439620]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,1,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
226,1314691528804249601,"Yep. These guys just keep nailing it. And I keep hearing from Republicans who are voting for me. 

We get to choose… https://t.co/kytoUYEqgc",2020-10-09 22:17:40,,,"[['https://t.co/kytoUYEqgc', 'https://twitter.com/i/web/status/1314691528804249601']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,True,28,58,solar energy,[],[],positive,anger,0,0,0,0,0,0,1
227,1314683337445867523,If you Vote 3rd party. YOU ARE WASTING YOUR VOTE. If the Dark-Side wins this election cycle. You ensure you will ne… https://t.co/xPbmrvwS3o,2020-10-09 21:45:07,,,"[['https://t.co/xPbmrvwS3o', 'https://twitter.com/i/web/status/1314683337445867523']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,True,66,196,solar energy,[],['Dark-Side'],negative,fear,0,0,0,0,0,0,1
228,1314657886883188737,@chatcher2 Thank you.,2020-10-09 20:04:00,,"[['Junkyard Dog', 290824795]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,1,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
229,1314655872316997632,"Here's @SenThomTillis pledging to closely monitor the virus on January 24. Well, Thom, that virus you were closely… https://t.co/cIsMfzqAOe",2020-10-09 19:55:59,,"[['Senator Thom Tillis', 2964174789]]","[['https://t.co/cIsMfzqAOe', 'https://twitter.com/i/web/status/1314655872316997632']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,17,25,solar energy,[],[],negative,fear,0,0,0,0,0,0,1
230,1314642066421547010,"American can't afford men like Tillis, Budd, or Trump. They have harmed countless Americans and worship a President… https://t.co/jZC7AuGTON",2020-10-09 19:01:08,,,"[['https://t.co/jZC7AuGTON', 'https://twitter.com/i/web/status/1314642066421547010']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,29,60,solar energy,[],['Trump'],negative,anger,0,0,0,0,0,0,1
231,1314642064001425408,Tillis just didn't want free ACA $ from Obama. He was proud of it. He continues to want to remove healthcare from y… https://t.co/T8xrIitlAX,2020-10-09 19:01:07,,,"[['https://t.co/T8xrIitlAX', 'https://twitter.com/i/web/status/1314642064001425408']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,22,44,solar energy,[],"['Tillis', 'ACA', 'Obama']",positive,joy,0,0,0,0,0,0,1
232,1314642061757501449,"Hey Friends. If we want to be safe in America and North Carolina, we need the Senate as well. Let's keep our priori… https://t.co/G04DauPPav",2020-10-09 19:01:07,,,"[['https://t.co/G04DauPPav', 'https://twitter.com/i/web/status/1314642061757501449']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,126,212,solar energy,"['America', 'North Carolina']",['Senate'],negative,joy,0,0,0,0,0,0,1
233,1314617321831493632,"Meet the Candidate in the High Point News! https://t.co/QBx0nQhPei

#NC13 https://t.co/EmSa0TI2oK",2020-10-09 17:22:48,NC13,,"[['https://t.co/QBx0nQhPei', 'https://hpenews.com/news/27339/meet-the-candidates/']]",941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,15,12,solar energy,[],['the High Point News'],positive,joy,0,0,0,0,0,0,1
234,1314583993665359879,@GeorgeI59676218 Thank you so much!!,2020-10-09 15:10:22,,"[['George Irwin 🌊🌊🌊', 1265510477565739008]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,0,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
235,1314578358118821889,@allthingsHHH Thank you so much!!,2020-10-09 14:47:58,,"[['allthings is STAYING HOME', 182211776]]",,941754604118831105,Scott Huffman For Congress,North Carolina,"Husband & Father | Navy Vet | #WorkingClass Advocate | Small Biz owner | BLM | VOTE | #WearAMask | Resist (Like/RT≠Endorsement)
Chip in ➡️https://t.co/akxdHTtMGI",41744,34628,2017-12-15 19:39:00,87294,12608,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,http://pbs.twimg.com/profile_images/1308074760526536704/sDHW8PhN_normal.jpg,False,0,2,solar energy,[],[],positive,joy,0,0,0,0,0,0,1
